# Logfile created on 2017-02-06 13:39:59 +0100 by logger.rb/56438
I, [2017-02-06T15:18:19.398591 #24111]  INFO -- : (0.000176s) PRAGMA foreign_keys = 1
I, [2017-02-06T18:22:05.683662 #26634]  INFO -- : (0.000183s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:05.683977 #26634]  INFO -- : (0.000171s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:05.684266 #26634]  INFO -- : (0.000164s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:05.684529 #26634]  INFO -- : (0.000141s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:43.837895 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:22:43.838155 #26634]  INFO -- : (0.000117s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:43.838360 #26634]  INFO -- : (0.000115s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:43.838534 #26634]  INFO -- : (0.000095s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:43.838706 #26634]  INFO -- : (0.000090s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:23:27.484459 #26634]  INFO -- : (0.000292s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:23:27.484881 #26634]  INFO -- : (0.000196s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:23:27.485241 #26634]  INFO -- : (0.000186s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:23:27.485554 #26634]  INFO -- : (0.000171s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:23:27.485862 #26634]  INFO -- : (0.000161s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:26:30.479967 #26634]  INFO -- : (0.000185s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:26:30.480251 #26634]  INFO -- : (0.000122s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:26:30.480489 #26634]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:26:30.480680 #26634]  INFO -- : (0.000096s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:26:30.480863 #26634]  INFO -- : (0.000090s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:00.293836 #26634]  INFO -- : (0.000182s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:31:00.294123 #26634]  INFO -- : (0.000130s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:00.294341 #26634]  INFO -- : (0.000116s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:00.294537 #26634]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:00.294750 #26634]  INFO -- : (0.000113s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:50.387174 #26634]  INFO -- : (0.000188s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:31:50.387440 #26634]  INFO -- : (0.000124s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:50.387641 #26634]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:50.387818 #26634]  INFO -- : (0.000097s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:31:50.387993 #26634]  INFO -- : (0.000098s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:34:14.771975 #26634]  INFO -- : (0.000196s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:34:14.772276 #26634]  INFO -- : (0.000122s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:34:14.772519 #26634]  INFO -- : (0.000141s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:34:14.772705 #26634]  INFO -- : (0.000095s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:34:14.772886 #26634]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:35:19.201404 #26634]  INFO -- : (0.000181s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:35:19.201696 #26634]  INFO -- : (0.000119s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:35:19.201946 #26634]  INFO -- : (0.000139s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:35:19.202153 #26634]  INFO -- : (0.000097s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:35:19.202352 #26634]  INFO -- : (0.000094s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:00.064237 #28559]  INFO -- : (0.000209s) PRAGMA foreign_keys = 1
I, [2017-02-06T18:40:00.064335 #28559]  INFO -- : (0.000017s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T18:40:00.064461 #28559]  INFO -- : (0.000076s) SELECT sqlite_version()
I, [2017-02-06T18:40:00.064830 #28559]  INFO -- : (0.000034s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `city` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:40:00.065098 #28559]  INFO -- : (0.000031s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:40:00.065356 #28559]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:40:00.065565 #28559]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:40:00.065763 #28559]  INFO -- : (0.000027s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:40:00.066656 #28559]  INFO -- : (0.000293s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T18:40:00.067870 #28559]  INFO -- : (0.000148s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T18:40:00.068817 #28559]  INFO -- : (0.000177s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T18:40:00.069815 #28559]  INFO -- : (0.000175s) PRAGMA table_info('coding_activity_ratings_polls')
I, [2017-02-06T18:40:00.070684 #28559]  INFO -- : (0.000122s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T18:40:15.417010 #28559]  INFO -- : (0.000327s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:40:15.417869 #28559]  INFO -- : (0.000210s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:15.418530 #28559]  INFO -- : (0.000198s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:15.419178 #28559]  INFO -- : (0.000197s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:15.419767 #28559]  INFO -- : (0.000180s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:24.673218 #28559]  INFO -- : (0.000240s) PRAGMA foreign_keys = 1
I, [2017-02-06T18:40:24.673309 #28559]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T18:40:24.673499 #28559]  INFO -- : (0.000142s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:40:24.673748 #28559]  INFO -- : (0.000129s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:24.673976 #28559]  INFO -- : (0.000126s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:24.674173 #28559]  INFO -- : (0.000102s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:24.674346 #28559]  INFO -- : (0.000095s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:40.888795 #28559]  INFO -- : (0.000204s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:40:40.889076 #28559]  INFO -- : (0.000124s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:40.889315 #28559]  INFO -- : (0.000128s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:40.889526 #28559]  INFO -- : (0.000111s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:40:40.889723 #28559]  INFO -- : (0.000102s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:11.465244 #28559]  INFO -- : (0.000182s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:41:11.465527 #28559]  INFO -- : (0.000123s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:11.465837 #28559]  INFO -- : (0.000168s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:11.466119 #28559]  INFO -- : (0.000156s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:11.466360 #28559]  INFO -- : (0.000127s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:15.500130 #28559]  INFO -- : (0.000195s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:41:15.500393 #28559]  INFO -- : (0.000112s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:15.500597 #28559]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:15.500773 #28559]  INFO -- : (0.000094s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:41:15.500943 #28559]  INFO -- : (0.000093s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:46.716017 #28559]  INFO -- : (0.000348s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:45:46.716551 #28559]  INFO -- : (0.000263s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:46.716982 #28559]  INFO -- : (0.000230s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:46.717358 #28559]  INFO -- : (0.000204s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:46.717737 #28559]  INFO -- : (0.000214s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:49.823723 #28559]  INFO -- : (0.000286s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:45:49.824106 #28559]  INFO -- : (0.000181s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:49.824341 #28559]  INFO -- : (0.000130s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:49.824531 #28559]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:45:49.824727 #28559]  INFO -- : (0.000107s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:22.296351 #28559]  INFO -- : (0.000290s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:51:22.296732 #28559]  INFO -- : (0.000175s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:22.297042 #28559]  INFO -- : (0.000169s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:22.297340 #28559]  INFO -- : (0.000172s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:22.297602 #28559]  INFO -- : (0.000140s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:25.394901 #28559]  INFO -- : (0.000284s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:51:25.395285 #28559]  INFO -- : (0.000167s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:25.395574 #28559]  INFO -- : (0.000160s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:25.395835 #28559]  INFO -- : (0.000146s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:51:25.396106 #28559]  INFO -- : (0.000142s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:52:23.987855 #28684]  INFO -- : (0.000270s) PRAGMA foreign_keys = 1
I, [2017-02-06T18:52:23.987958 #28684]  INFO -- : (0.000021s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T18:52:23.988097 #28684]  INFO -- : (0.000085s) SELECT sqlite_version()
I, [2017-02-06T18:52:24.062501 #28684]  INFO -- : (0.074004s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `city` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:52:24.137038 #28684]  INFO -- : (0.073646s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:52:24.228353 #28684]  INFO -- : (0.090651s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:52:24.319319 #28684]  INFO -- : (0.090507s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:52:24.418805 #28684]  INFO -- : (0.099107s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T18:52:24.420920 #28684]  INFO -- : (0.000536s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T18:52:24.424106 #28684]  INFO -- : (0.000426s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T18:52:24.426707 #28684]  INFO -- : (0.000466s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T18:52:24.429292 #28684]  INFO -- : (0.000383s) PRAGMA table_info('coding_activity_ratings_polls')
I, [2017-02-06T18:52:24.431503 #28684]  INFO -- : (0.000316s) PRAGMA table_info('coding_activity_futures_polls')
